,...1,...2,validName,q5,q5_low,q5_high,q50,q50_low,q50_high,q95,q95_low,q95_high,year,id_cells,ndstcol,dstdoy,nObs,q5_CI,q50_CI,q95_CI,gcode,annualTemp,tempSeas,annualPrec,precSeas,overwinteringStage,voltinism,diurnality,WikiName,OrigSyn,decade,onset,offset,origin,onsetdate,Year,offsetdate,UnusualWarmDaysOnset,UnusualColdDaysOnset,UnusualWarmOnOff,UnusualColdOnOff,UnusualWarmSum,UnusualColdSum,duration,Seas,GDDOnsetSum,GDDOffsetSum,GDDOnOffSum,annualTemp_unscaled,tempSeas_unscaled,annualPrec_unscaled,precSeas_unscaled,UnusualWarmDaysOnset_unscaled,UnusualColdDaysOnset_unscaled,UnusualWarmOnOff_unscaled,UnusualColdOnOff_unscaled,UnusualWarmSum_unscaled,UnusualColdSum_unscaled
625,652,662,Phyciodes tharos,144,NA,NA,171,152,192,205.45,185.3,206,-1.092968931,162,-0.639007591,-0.319891716,12,249,40,20.7,Phyciodes tharos.1964.162,-0.102009946,0.472131333,-1.445421068,0.561827394,L,M,D,NA,NA,1960,144,205,12/31/1963,5/23/1964,1964,7/23/1964,0.47099813,-0.615307914,0.02640554,0.748498926,0.363402218,0.047740478,61,Summer,413.0198094,945.3549706,1358.37478,139.0375841,9955.258884,697.3526702,0.515682473,2,0,1,2,3,2
626,653,663,Phyciodes tharos,155,NA,NA,174,162,202,217.6,202,235,-1.904661592,163,-0.639007591,-0.319891716,13,249,40,33,Phyciodes tharos.1951.163,-0.599912192,0.41616155,-0.544009716,-2.170656327,L,M,D,NA,NA,1950,155,217,12/31/1950,6/4/1951,1951,8/5/1951,-0.654742524,-0.615307914,-0.580261735,0.053680226,-0.875040199,-0.390994519,62,Summer,459.6115005,967.9145285,1427.526029,126.8013744,9892.054027,878.4508493,0.261332957,0,0,0,1,0,1
627,654,664,Phyciodes tharos,146,139,149,178,152,186,203.2,186,206,-2.091975282,165,-0.639007591,-0.202581067,15,10,34,20,Phyciodes tharos.1948.165,-0.11916931,0.475679538,0.399931515,-0.833433015,L,M,D,NA,NA,1940,146,203,12/31/1947,5/25/1948,1948,7/21/1948,-0.654742524,-0.615307914,0.02640554,-0.641138474,-0.46222606,-0.829729516,57,Summer,311.4279738,812.7948325,1124.222806,138.6158837,9959.265756,1068.0935,0.385806563,0,0,1,0,1,0
628,655,665,Phyciodes tharos,163.25,161,164,224,165,225,245,229.5,251,-1.405158416,162,-0.406710132,-0.085270418,16,3,60,21.5,Phyciodes tharos.1959.162,-0.371477417,1.650902902,-0.472846175,-1.444955764,L,M,D,NA,NA,1950,163,245,12/31/1958,6/12/1959,1959,9/2/1959,-0.654742524,-0.615307914,2.453074639,-0.641138474,1.189030497,-0.829729516,82,Summer,624.3009457,1410.097355,2034.398301,132.4152792,11286.4073,892.747971,0.328883803,0,0,5,0,5,0
629,656,666,Phyciodes tharos,140.8,136,143,197,166,203,253.6,235.2,258.8,0.842605874,166,4.239239047,5.545640751,109,7,37,23.6,Phyciodes tharos.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,L,M,D,NA,NA,1990,140,253,12/31/1994,5/20/1995,1995,9/10/1995,-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,113,Summer,258.7763333,1838.334627,2097.11096,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1
630,657,667,Phyciodes tharos,146.7,142,148,199.5,173.5,210,243.9,239,255,0.90504377,166,5.6330238,5.311019452,118,6,36.5,16,Phyciodes tharos.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,L,M,D,NA,NA,1990,146,243,12/31/1995,5/25/1996,1996,8/30/1996,0.47099813,0.655406632,-0.580261735,-0.641138474,-0.049411921,0.047740478,97,Summer,351.3407767,1512.496337,1863.837114,140.0470982,8775.215848,1455.075974,0.385282011,2,2,0,0,2,2
631,658,668,Phyciodes tharos,147.7,142.55,154.95,201.5,167.5,210,246.95,243,262.75,0.967481667,166,2.380859375,4.372534258,98,12.4,42.5,19.75,Phyciodes tharos.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,L,M,D,NA,NA,1990,147,246,12/31/1996,5/27/1997,1997,9/3/1997,-0.654742524,-0.615307914,-0.580261735,0.053680226,-0.875040199,-0.390994519,99,Summer,323.3787836,1548.937959,1872.316742,141.3559079,8560.900429,985.9766272,0.397207141,0,0,0,1,0,1
632,659,669,Phyciodes tharos,143,NA,NA,205,146.5,205,217.25,205,218,-0.031524684,166,0.057884786,-0.319891716,16,249,58.5,13,Phyciodes tharos.1981.166,0.035707215,-0.087202397,-0.12108528,0.768385787,L,M,D,NA,NA,1980,143,217,12/31/1980,5/23/1981,1981,8/5/1981,-0.091872197,0.020049359,0.02640554,-0.641138474,-0.049411921,-0.390994519,74,Summer,367.1569767,1205.945058,1573.102035,142.4220558,9323.621484,963.4185448,0.534909679,1,1,1,0,2,1
633,660,670,Phyciodes tharos,147,141,148,200,163,205,254.8,235,260.2,1.092357461,166,3.310049211,3.551359712,65,7,42,25.2,Phyciodes tharos.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,L,M,D,NA,NA,1990,147,254,12/31/1998,5/27/1999,1999,9/11/1999,-0.654742524,-0.615307914,3.666409189,-0.641138474,2.014658775,-0.829729516,107,Summer,404.5063295,1850.200844,2254.707174,154.697654,8823.499941,1128.728206,0.576161483,0,0,7,0,7,0
634,661,671,Phyciodes tharos,143.75,126,148,207,185,215,246.25,237,272,1.029919564,166,1.683966998,3.785981011,60,22,30,35,Phyciodes tharos.1998.166,0.620926387,-1.416238842,0.663167953,-0.307915439,L,M,D,NA,NA,1990,143,246,12/31/1997,5/23/1998,1998,9/3/1998,2.722479437,-0.615307914,0.633072815,0.053680226,2.427472915,-0.390994519,103,Summer,454.9777635,1667.38736,2122.365123,156.8041249,7822.783828,1120.979055,0.434723649,6,0,2,1,8,1
635,662,672,Pieris rapae,201,183,183,205,NA,NA,214,208,213.75,-1.030531035,127,-0.639007591,0.032040232,102,0,336,5.75,Pieris rapae.1965.127,1.055232379,-1.084176913,-0.57967352,-0.050653794,P,M,D,Pieris rapae,Papilio rapae,1960,201,214,12/31/1964,7/20/1965,1965,8/2/1965,-0.654742524,2.561478451,-0.580261735,0.053680226,-0.875040199,1.802680468,13,Summer,937.4610431,235.8425242,1173.303567,167.4774232,8197.77057,871.2858075,0.458670498,0,5,0,1,0,6
636,663,673,Pieris rapae,96,78,118,217.5,118,260.5,273,238.35,273,-0.406152065,166,0.290182245,-0.319891716,10,40,142.5,34.65,Pieris rapae.1975.166,0.184704969,-0.760743976,1.994629778,-1.42415374,P,M,D,Pieris rapae,Papilio rapae,1970,96,273,12/31/1974,4/6/1975,1975,9/30/1975,-0.654742524,-0.615307914,1.846407364,0.748498926,0.776216358,0.047740478,177,Summer,12.43085355,2204.24701,2216.677864,146.083754,8563.012872,1388.476587,0.330820131,0,0,4,2,4,2
637,664,674,Pieris rapae,121.8,120,123,129,123,129,213.6,178.4,240,-0.031524684,166,-0.174412673,-0.319891716,13,3,6,61.6,Pieris rapae.1981.166,0.035707215,-0.087202397,-0.12108528,0.768385787,P,M,D,Pieris rapae,Papilio rapae,1980,121,213,12/31/1980,5/1/1981,1981,8/1/1981,-0.091872197,0.020049359,0.02640554,-0.641138474,-0.049411921,-0.390994519,92,Summer,185.4218889,1316.700383,1502.122272,142.4220558,9323.621484,963.4185448,0.534909679,1,1,1,0,2,1
638,665,675,Pieris rapae,119,118,122,136,120,255,280,255,300,0.09335111,166,0.057884786,-0.202581067,11,4,135,45,Pieris rapae.1983.166,0.279153148,-0.019965669,2.176239442,0.342499226,P,M,D,Pieris rapae,Papilio rapae,1980,119,280,12/31/1982,4/29/1983,1983,10/7/1983,-0.654742524,-0.615307914,4.273076463,0.053680226,2.427472915,-0.390994519,161,Summer,111.927637,2317.758582,2429.686219,148.4048677,9399.549735,1424.962903,0.49526661,0,0,8,1,8,1
639,666,676,Pieris rapae,119.1,114.1,128.6,184,178,186,271,257.6,273,0.842605874,166,4.471536506,6.249504647,103,14.5,8,15.4,Pieris rapae.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,P,M,D,Pieris rapae,Papilio rapae,1990,119,271,12/31/1994,4/29/1995,1995,9/28/1995,-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,152,Summer,141.2937091,2178.642669,2319.936378,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1
640,667,677,Pieris rapae,123,112.55,145.5,228,211,229.5,280.65,268.6,291,0.90504377,166,3.774644129,4.724466206,92,32.95,18.5,22.4,Pieris rapae.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,P,M,D,Pieris rapae,Papilio rapae,1990,123,280,12/31/1995,5/2/1996,1996,10/6/1996,-0.654742524,0.020049359,0.633072815,1.443317626,-0.049411921,0.925210473,157,Summer,145.6066136,2152.815012,2298.421626,140.0470982,8775.215848,1455.075974,0.385282011,0,1,2,3,2,4
641,668,678,Pieris rapae,122.2,115,131,168.5,133.5,227,252.55,208.1,262,0.030913213,166,-0.639007591,-0.085270418,10,16,93.5,53.9,Pieris rapae.1982.166,0.012092872,-0.463304313,0.14530084,-0.456987068,P,M,D,Pieris rapae,Papilio rapae,1980,122,252,12/31/1981,5/2/1982,1982,9/9/1982,-0.654742524,1.290763905,-0.580261735,2.138136325,-0.875040199,2.241415465,130,Summer,135.6221111,1796.842718,1932.464829,141.8417209,8898.901815,1016.936887,0.42084752,0,3,0,4,0,7
642,669,679,Pieris rapae,114.05,90,166,211.5,198,220,260,237,271.95,1.029919564,166,1.451669539,2.378253219,42,76,22,34.95,Pieris rapae.1998.166,0.620926387,-1.416238842,0.663167953,-0.307915439,P,M,D,Pieris rapae,Papilio rapae,1990,114,260,12/31/1997,4/24/1998,1998,9/17/1998,2.722479437,-0.615307914,1.239740089,0.053680226,2.840287054,-0.390994519,146,Summer,186.1681817,2147.625743,2333.793925,156.8041249,7822.783828,1120.979055,0.434723649,6,0,3,1,9,1
643,670,680,Pieris rapae,132,73,132,176,167,186.5,261,249.5,263,1.092357461,166,3.54234667,3.551359712,66,59,19.5,13.5,Pieris rapae.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,P,M,D,Pieris rapae,Papilio rapae,1990,132,261,12/31/1998,5/12/1999,1999,9/18/1999,-0.654742524,-0.615307914,3.666409189,-0.641138474,2.014658775,-0.829729516,129,Summer,266.3281869,2090.721945,2357.050132,154.697654,8823.499941,1128.728206,0.576161483,0,0,7,0,7,0
644,671,681,Pieris rapae,192,142,208,220,214,220,227,224,224,0.030913213,185,-0.639007591,0.149350881,67,66,6,0,Pieris rapae.1982.185,-0.849594149,0.351171444,-0.239826424,-0.20875932,P,M,D,Pieris rapae,Papilio rapae,1980,192,227,12/31/1981,7/11/1982,1982,8/15/1982,-0.654742524,-0.615307914,0.02640554,-0.641138474,-0.46222606,-0.829729516,35,Summer,664.1571797,552.2783927,1216.435572,120.6653089,9818.662813,939.5628379,0.443953461,0,0,1,0,1,0
645,672,682,Pieris rapae,134,118,134,199.5,192,215,265.6,256.95,287,0.967481667,166,2.845454293,5.545640751,88,16,23,30.05,Pieris rapae.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,P,M,D,Pieris rapae,Papilio rapae,1990,134,265,12/31/1996,5/14/1997,1997,9/22/1997,-0.654742524,-0.615307914,-0.580261735,0.748498926,-0.875040199,0.047740478,131,Summer,214.0758663,1908.225703,2122.301569,141.3559079,8560.900429,985.9766272,0.397207141,0,0,0,2,0,2
646,673,683,Pieris virginiensis,116.5,112,118,119,115,119,127.5,119,132,-0.156400477,166,-0.174412673,-0.671823664,16,6,4,13,Pieris virginiensis.1979.166,0.001483224,-0.175810744,1.454394287,0.390024111,P,U,D,NA,NA,1970,116,127,12/31/1978,4/26/1979,1979,5/7/1979,-0.091872197,-0.615307914,-0.580261735,-0.641138474,-0.46222606,-0.829729516,11,Spring,119.1493939,96.79626133,215.9456553,141.5809832,9223.558958,1279.940497,0.499690399,1,0,0,0,1,0
647,674,684,Pieris virginiensis,112,111,116,132,111,135,135,116,135,0.967481667,166,-0.406710132,-0.789134314,5,5,24,19,Pieris virginiensis.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,P,U,D,NA,NA,1990,112,135,12/31/1996,4/22/1997,1997,5/15/1997,0.47099813,-0.615307914,-0.580261735,-0.641138474,-0.049411921,-0.829729516,23,Spring,93.8757811,149.3448532,243.2206343,141.3559079,8560.900429,985.9766272,0.397207141,2,0,0,0,2,0
648,675,685,Pieris virginiensis,147.9,147,148,149,148,149,156.7,149,226,-1.592472107,181,-0.639007591,-0.789134314,19,1,1,77,Pieris virginiensis.1956.181,-1.810209795,-0.223608532,-1.523875223,1.242949637,P,U,D,NA,NA,1950,147,156,12/31/1955,5/26/1956,1956,6/4/1956,-0.654742524,0.655406632,-0.580261735,-0.641138474,-0.875040199,0.047740478,9,Spring,124.2668793,79.3981874,203.6650667,97.0576739,9169.58247,681.5908267,0.579083807,0,2,0,0,0,2
649,676,686,Pieris virginiensis,124,NA,NA,146.5,124,148,156.45,146.95,161,0.155789007,181,-0.639007591,-0.671823664,8,249,24,14.05,Pieris virginiensis.1984.181,-1.73240992,0.253525346,-0.954575683,-0.34945157,P,U,D,NA,NA,1980,124,156,12/31/1983,5/3/1984,1984,6/4/1984,-0.091872197,0.655406632,-0.580261735,0.053680226,-0.46222606,0.486475476,32,Spring,64.6416989,199.5676705,264.2093694,98.96964678,9708.394248,795.9660338,0.430857315,1,2,0,1,1,3
650,677,687,Pieris virginiensis,112,108,118,123,118,127,147.6,125.4,160,-1.092968931,166,-0.639007591,-0.554513015,9,10,9,34.6,Pieris virginiensis.1964.166,0.190725243,-0.501150765,-0.956218759,0.264706507,P,U,D,NA,NA,1960,112,147,12/31/1963,4/21/1964,1964,5/26/1964,-0.091872197,0.655406632,1.239740089,-0.641138474,0.776216358,0.047740478,35,Spring,82.02784336,323.7860876,405.813931,146.2317054,8856.163047,795.6359314,0.488025381,1,2,3,0,4,2
651,678,689,Poanes viator,202,193,213.7,227,216,227,233.9,232,242,0.90504377,166,1.21937208,0.26666153,19,20.7,11,10,Poanes viator.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,L,M,D,NA,NA,1990,202,233,12/31/1995,7/20/1996,1996,8/20/1996,0.47099813,-0.615307914,-0.580261735,-0.641138474,-0.049411921,-0.829729516,31,Fall,910.8876314,515.3898181,1426.27745,140.0470982,8775.215848,1455.075974,0.385282011,2,0,0,0,2,0
652,679,690,Poanes viator,200.55,200,201,210.5,201,224.5,237.45,222.7,238,0.967481667,166,0.522479704,0.032040232,12,1,23.5,15.3,Poanes viator.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,L,M,D,NA,NA,1990,200,237,12/31/1996,7/19/1997,1997,8/25/1997,-0.654742524,-0.615307914,-0.580261735,0.053680226,-0.875040199,-0.390994519,37,Fall,881.9275349,609.6344447,1491.56198,141.3559079,8560.900429,985.9766272,0.397207141,0,0,0,1,0,1
653,680,691,Poanes viator,200,NA,NA,202.5,200,206,219.35,206.45,232,1.092357461,166,0.754777163,-0.202581067,12,249,6,25.55,Poanes viator.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,L,M,D,NA,NA,1990,200,219,12/31/1998,7/19/1999,1999,8/7/1999,2.722479437,-0.615307914,0.02640554,-0.641138474,2.014658775,-0.829729516,19,Fall,975.222844,395.5477535,1370.770597,154.697654,8823.499941,1128.728206,0.576161483,6,0,1,0,7,0
654,681,692,Poanes viator,197.6,192,200.8,211,203,217,225.8,222.2,229,0.842605874,166,0.754777163,0.149350881,17,8.8,14,6.8,Poanes viator.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,L,M,D,NA,NA,1990,197,225,12/31/1994,7/16/1995,1995,8/13/1995,1.033868457,-0.615307914,0.02640554,-0.641138474,0.776216358,-0.829729516,28,Fall,888.2345159,553.7360842,1441.9706,147.5463667,9412.739689,942.2494508,0.492056084,3,0,1,0,4,0
655,682,693,Polites mystic,171,NA,NA,175,171,178,201.2,174.2,207,-1.405158416,162,-0.406710132,-0.789134314,5,249,7,32.8,Polites mystic.1959.162,-0.371477417,1.650902902,-0.472846175,-1.444955764,L,U,D,NA,NA,1950,171,201,12/31/1958,6/20/1959,1959,7/20/1959,-0.654742524,-0.615307914,0.02640554,-0.641138474,-0.46222606,-0.829729516,30,Summer,681.3275288,509.0156117,1190.34314,132.4152792,11286.4073,892.747971,0.328883803,0,0,1,0,1,0
656,683,694,Polites mystic,159.2,158,160,162,160,160,167,162.8,167,0.530416389,163,-0.639007591,-0.671823664,13,2,0,4.2,Polites mystic.1990.163,-0.105506579,-1.215515397,0.360271939,-1.413373617,L,U,D,NA,NA,1990,159,167,12/31/1989,6/8/1990,1990,6/16/1990,2.15960911,-0.615307914,-0.580261735,-0.641138474,1.189030497,-0.829729516,8,Summer,495.3280202,137.900693,633.2287132,138.9516525,8049.45429,1060.125687,0.331823584,5,0,0,0,5,0
657,684,695,Polites mystic,147,NA,NA,170,157,170,184.15,174.5,187,0.842605874,166,1.21937208,0.26666153,20,249,13,12.5,Polites mystic.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,L,U,D,NA,NA,1990,147,184,12/31/1994,5/27/1995,1995,7/3/1995,-0.654742524,0.020049359,0.02640554,-0.641138474,-0.46222606,-0.390994519,37,Summer,331.083952,554.9329511,886.016903,147.5463667,9412.739689,942.2494508,0.492056084,0,1,1,0,1,1
658,685,696,Polites mystic,153.4,150,155.7,161,155,161,177.75,167.65,182,0.90504377,166,-0.406710132,0.26666153,18,5.7,6,14.35,Polites mystic.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,L,U,D,NA,NA,1990,153,177,12/31/1995,6/1/1996,1996,6/25/1996,0.47099813,0.655406632,-0.580261735,-0.641138474,-0.049411921,0.047740478,24,Summer,402.2678751,376.5813147,778.8491899,140.0470982,8775.215848,1455.075974,0.385282011,2,2,0,0,2,2
659,686,697,Polites mystic,158.25,156,159,165,159,165,197.75,172,203,0.967481667,166,0.522479704,0.032040232,16,3,6,31,Polites mystic.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,L,U,D,NA,NA,1990,158,197,12/31/1996,6/7/1997,1997,7/16/1997,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,39,Summer,393.8051575,647.5931707,1041.398328,141.3559079,8560.900429,985.9766272,0.397207141,0,0,0,0,0,0
660,687,698,Polites mystic,153.5,153,154,157,153,157,169.5,163.5,173,1.092357461,166,0.522479704,-0.202581067,11,1,4,9.5,Polites mystic.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,L,U,D,NA,NA,1990,153,169,12/31/1998,6/2/1999,1999,6/18/1999,-0.654742524,-0.615307914,1.239740089,-0.641138474,0.363402218,-0.829729516,16,Summer,467.2399611,263.0254762,730.2654373,154.697654,8823.499941,1128.728206,0.576161483,0,0,3,0,3,0
661,688,699,Polites mystic,175,NA,NA,181,175,182.5,188.5,181,190,-1.030531035,178,-0.639007591,-0.789134314,6,249,7.5,9,Polites mystic.1965.178,-1.663873731,2.765956383,-0.483185346,1.989826909,L,U,D,NA,NA,1960,175,188,12/31/1964,6/24/1965,1965,7/7/1965,-0.654742524,1.290763905,-0.580261735,-0.641138474,-0.875040199,0.486475476,13,Summer,633.1495701,204.8931669,838.042737,100.6539597,12545.60095,890.6707783,0.648605858,0,3,0,0,0,3
662,689,700,Polites mystic,161.7,159,165.3,172,162,172,183.5,178.1,197,0.405540595,178,-0.639007591,0.26666153,19,6.3,10,18.9,Polites mystic.1988.178,-0.537791902,4.437701439,-2.412046466,3.966711653,L,U,D,NA,NA,1980,161,183,12/31/1987,6/9/1988,1988,7/1/1988,1.033868457,-0.615307914,1.846407364,-0.641138474,2.014658775,-0.829729516,22,Summer,601.3421067,402.9258429,1004.26795,128.3280132,14433.4483,503.1526536,0.832621475,3,0,4,0,7,0
663,690,701,Polites mystic,181,179,189,191,179,199,199.8,190.6,200,0.655292183,178,-0.639007591,-0.671823664,5,10,20,9.4,Polites mystic.1992.178,-1.210667647,1.29077039,-1.661986604,2.418560168,L,U,D,NA,NA,1990,181,199,12/31/1991,6/29/1992,1992,7/17/1992,1.033868457,2.561478451,-0.580261735,-0.641138474,0.363402218,1.36394547,18,Summer,710.1972781,249.5510632,959.7483413,111.7917377,10879.72136,653.8435397,0.688513908,3,5,0,0,3,5
664,691,702,Polites mystic,176.85,173,184,185,178.5,186,186.65,185.3,187,-1.342720519,181,-0.406710132,-0.789134314,8,11,7.5,1.7,Polites mystic.1960.181,-1.809328485,0.415352324,-0.984403691,-0.081554564,L,U,D,NA,NA,1960,176,186,12/31/1959,6/24/1960,1960,7/4/1960,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,10,Summer,485.2943971,136.9196813,622.2140784,97.07933258,9891.140194,789.9734335,0.455794142,0,0,0,0,0,0
665,692,703,Polites mystic,168.6,168,170,171,168,171,179.1,171,180,-1.092968931,181,-0.406710132,-0.671823664,7,2,3,9,Polites mystic.1964.181,-1.440469993,-0.183673682,-1.352352958,0.919274674,L,U,D,NA,NA,1960,168,179,12/31/1963,6/16/1964,1964,6/27/1964,2.15960911,0.020049359,-0.580261735,-0.641138474,1.189030497,-0.390994519,11,Summer,494.928168,158.9835578,653.9117258,106.1442241,9214.679598,716.0505325,0.548954965,5,1,0,0,5,1
666,693,704,Polites mystic,170.35,170,171,172,170,172,183.65,172,184,-0.281276271,185,-0.639007591,-0.671823664,8,1,2,12,Polites mystic.1977.185,-0.895005153,0.7330557,0.978235349,-1.135554125,L,U,D,NA,NA,1970,170,183,12/31/1976,6/19/1977,1977,7/2/1977,3.285349764,-0.615307914,-0.580261735,-0.641138474,2.014658775,-0.829729516,13,Summer,533.7558941,197.0671206,730.8230147,119.5493096,10249.91229,1184.277716,0.357684032,7,0,0,0,7,0
667,694,705,Polites mystic,153,NA,NA,157.5,153,158,165.7,158,172,0.592854286,163,-0.639007591,-0.789134314,10,249,5,14,Polites mystic.1991.163,0.058377969,0.559173559,-1.374815547,-1.176187874,L,U,D,NA,NA,1990,153,165,12/31/1990,6/2/1991,1991,6/14/1991,5.536831071,-0.615307914,-0.580261735,-0.641138474,3.665915333,-0.829729516,12,Summer,616.3227076,189.6569095,805.9796171,142.9792015,10053.55284,711.5376826,0.353901695,11,0,0,0,11,0
668,695,706,Polites origenes,157.85,144,171,180,171,177.5,235,211,235,0.343102698,145,-0.406710132,0.38397218,32,27,6.5,24,Polites origenes.1987.145,1.048689699,0.111494928,-1.189230251,0.104237129,L,U,D,Polites origenes,"Limochores origenes Fabricius, 1793[2]",1980,157,235,12/31/1986,6/6/1987,1987,8/23/1987,-0.654742524,-0.615307914,-0.580261735,0.053680226,-0.875040199,-0.390994519,78,Summer,685.7195643,1460.010904,2145.730469,167.3166334,9548.003914,748.8227236,0.473088308,0,0,0,1,0,1
669,696,707,Polites origenes,154.8,152,159,167,159,211,247.8,193.4,261,-0.593465756,148,-0.639007591,-0.437202366,9,7,52,67.6,Polites origenes.1972.148,0.454656804,-1.526126832,1.380861178,-1.088959211,L,U,D,Polites origenes,"Limochores origenes Fabricius, 1793[2]",1970,154,247,12/31/1971,6/2/1972,1972,9/3/1972,-0.654742524,0.020049359,-0.580261735,4.222592425,-0.875040199,2.680150462,93,Summer,520.697618,1636.464732,2157.16235,152.7179624,7698.690893,1265.167317,0.362021256,0,1,0,7,0,8
670,697,708,Polites origenes,157.35,150,171,175.5,171,188.5,192,176.25,192,-1.405158416,162,-0.639007591,-0.437202366,8,21,17.5,15.75,Polites origenes.1959.162,-0.371477417,1.650902902,-0.472846175,-1.444955764,L,U,D,Polites origenes,"Limochores origenes Fabricius, 1793[2]",1950,157,192,12/31/1958,6/6/1959,1959,7/11/1959,-0.654742524,-0.615307914,0.02640554,-0.641138474,-0.46222606,-0.829729516,35,Summer,527.8878794,569.9797627,1097.867642,132.4152792,11286.4073,892.747971,0.328883803,0,0,1,0,1,0
671,698,709,Polites origenes,157.05,140,171,171,140,140,182.3,172,190,0.592854286,162,-0.406710132,-0.671823664,12,31,0,18,Polites origenes.1991.162,0.048832049,0.779283082,-0.705235726,0.325935788,L,U,D,Polites origenes,"Limochores origenes Fabricius, 1793[2]",1990,157,182,12/31/1990,6/6/1991,1991,7/1/1991,4.411090417,-0.615307914,-0.580261735,-0.641138474,2.840287054,-0.829729516,25,Summer,639.6762013,435.5758019,1075.252003,142.7446055,10302.11537,846.0597143,0.493724825,9,0,0,0,9,0
672,699,710,Polites origenes,190.4,188,196,202,188,202,202.7,201.4,203,-1.967099489,166,-0.639007591,-0.671823664,7,8,14,1.6,Polites origenes.1950.166,-0.103165632,-0.855850545,0.275513681,-1.022183875,L,U,D,Polites origenes,"Limochores origenes Fabricius, 1793[2]",1950,190,202,12/31/1949,7/9/1950,1950,7/21/1950,-0.654742524,0.655406632,-0.580261735,0.053680226,-0.875040199,0.486475476,12,Summer,753.07582,213.8994368,966.9752568,139.0091825,8455.612116,1043.097317,0.368236947,0,2,0,1,0,3
673,700,711,Polites origenes,180,174,186,196,186,197,203.5,197,204,0.842605874,166,-0.406710132,-0.437202366,11,12,11,7,Polites origenes.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,L,U,D,Polites origenes,"Limochores origenes Fabricius, 1793[2]",1990,180,203,12/31/1994,6/29/1995,1995,7/22/1995,-0.091872197,-0.615307914,0.633072815,-0.641138474,0.363402218,-0.829729516,23,Summer,712.3836098,411.1434275,1123.527037,147.5463667,9412.739689,942.2494508,0.492056084,1,0,2,0,3,0
674,701,712,Polites origenes,182.4,174,188,199,188,199,228,203.4,228,0.90504377,166,-0.174412673,-0.085270418,13,14,11,24.6,Polites origenes.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,L,U,D,Polites origenes,"Limochores origenes Fabricius, 1793[2]",1990,182,228,12/31/1995,6/30/1996,1996,8/15/1996,0.47099813,0.655406632,-0.580261735,-0.641138474,-0.049411921,0.047740478,46,Summer,722.3986798,763.1966387,1485.595319,140.0470982,8775.215848,1455.075974,0.385282011,2,2,0,0,2,2
675,702,713,Polites origenes,189,NA,NA,203,189,211,220,211,222,0.967481667,166,0.057884786,-0.319891716,11,249,22,11,Polites origenes.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,L,U,D,Polites origenes,"Limochores origenes Fabricius, 1793[2]",1990,189,220,12/31/1996,7/8/1997,1997,8/8/1997,-0.654742524,-0.615307914,-0.580261735,0.053680226,-0.875040199,-0.390994519,31,Summer,755.9428228,541.3779148,1297.320738,141.3559079,8560.900429,985.9766272,0.397207141,0,0,0,1,0,1
676,703,714,Polites origenes,160.8,157,176,197,157,200,200,176,200,1.092357461,166,-0.639007591,-0.789134314,5,19,43,24,Polites origenes.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,L,U,D,Polites origenes,"Limochores origenes Fabricius, 1793[2]",1990,160,200,12/31/1998,6/9/1999,1999,7/19/1999,1.033868457,-0.615307914,1.846407364,-0.641138474,2.014658775,-0.829729516,40,Summer,544.1912248,704.4580428,1248.649268,154.697654,8823.499941,1128.728206,0.576161483,3,0,4,0,7,0
